payment_id,subscription_id,bill_month,billed_amount,paid_amount,payment_status
P00001554,S000277,202507,799,799,PAID
P00001555,S000277,202508,799,799,PAID
P00001556,S000277,202509,799,799,PAID
P00001557,S000277,202510,799,799,PAID
P00001558,S000277,202511,799,799,PAID
P00001559,S000277,202512,799,799,PAID
P00001560,S000278,202503,999,999,PAID
P00001561,S000278,202504,999,999,PAID
P00001562,S000278,202505,999,999,PAID
P00001563,S000278,202506,999,999,PAID
P00001564,S000278,202507,999,999,PAID
P00001565,S000278,202508,999,999,PAID
P00001566,S000278,202509,999,999,PAID
P00001567,S000278,202510,999,999,PAID
P00001568,S000278,202511,999,999,PAID
P00001569,S000278,202512,999,999,PAID
P00001570,S000279,202510,999,999,PAID
P00001571,S000279,202511,999,999,PAID
P00001572,S000279,202512,999,999,PAID
P00001573,S000280,202503,799,799,PAID
P00001574,S000280,202504,799,799,PAID
P00001575,S000280,202505,799,799,PAID
P00001576,S000280,202506,799,0,UNPAID
P00001577,S000280,202507,799,799,LATE
P00001578,S000280,202508,799,799,PAID
P00001579,S000280,202509,799,799,PAID
P00001580,S000280,202510,799,799,PAID
P00001581,S000280,202511,799,799,PAID
P00001582,S000280,202512,799,0,UNPAID
P00001583,S000281,202504,399,399,PAID
P00001584,S000281,202505,399,399,PAID
P00001585,S000281,202506,399,399,PAID
P00001586,S000281,202507,399,399,PAID
P00001587,S000281,202508,399,399,PAID
P00001588,S000281,202509,399,399,PAID
P00001589,S000281,202510,399,399,PAID
P00001590,S000281,202511,399,399,PAID
P00001591,S000281,202512,399,399,PAID
P00001592,S000282,202504,799,799,LATE
P00001593,S000282,202505,799,799,PAID
P00001594,S000282,202506,799,799,LATE
P00001595,S000282,202507,799,799,PAID
P00001596,S000282,202508,799,799,PAID
P00001597,S000282,202509,799,799,PAID
P00001598,S000282,202510,799,799,PAID
P00001599,S000282,202511,799,799,PAID
P00001600,S000282,202512,799,799,PAID
P00001601,S000283,202510,999,999,PAID
P00001602,S000283,202511,999,999,PAID
P00001603,S000283,202512,999,0,UNPAID
P00001604,S000284,202509,399,399,PAID
P00001605,S000284,202510,399,399,PAID
P00001606,S000284,202511,399,399,PAID
P00001607,S000284,202512,399,0,UNPAID
P00001608,S000285,202511,799,799,PAID
P00001609,S000285,202512,799,0,UNPAID
P00001610,S000286,202506,999,999,PAID
P00001611,S000286,202507,999,0,UNPAID
P00001612,S000286,202508,999,999,PAID
P00001613,S000286,202509,999,999,PAID
P00001614,S000286,202510,999,999,PAID
P00001615,S000286,202511,999,999,PAID
P00001616,S000286,202512,999,999,PAID
P00001617,S000287,202504,799,799,PAID
P00001618,S000287,202505,799,799,PAID
P00001619,S000287,202506,799,799,PAID
P00001620,S000287,202507,799,799,PAID
P00001621,S000287,202508,799,799,PAID
P00001622,S000287,202509,799,799,PAID
P00001623,S000287,202510,799,799,PAID
P00001624,S000287,202511,799,799,PAID
P00001625,S000287,202512,799,799,PAID
P00001626,S000288,202510,999,999,PAID
P00001627,S000288,202511,999,999,PAID
P00001628,S000288,202512,999,999,LATE
P00001629,S000289,202507,399,399,PAID
P00001630,S000289,202508,399,399,PAID
P00001631,S000289,202509,399,399,PAID
P00001632,S000289,202510,399,399,PAID
P00001633,S000289,202511,399,399,LATE
P00001634,S000290,202510,599,599,PAID
P00001635,S000290,202511,599,599,PAID
P00001636,S000290,202512,599,599,PAID
P00001637,S000291,202501,999,999,PAID
P00001638,S000291,202502,999,999,PAID
P00001639,S000291,202503,999,999,PAID
P00001640,S000291,202504,999,999,PAID
P00001641,S000291,202505,999,0,UNPAID
P00001642,S000291,202506,999,999,PAID
P00001643,S000291,202507,999,999,PAID
P00001644,S000291,202508,999,999,LATE
P00001645,S000291,202509,999,999,PAID
P00001646,S000291,202510,999,0,UNPAID
P00001647,S000291,202511,999,0,UNPAID
P00001648,S000291,202512,999,999,PAID
P00001649,S000292,202509,599,599,PAID
P00001650,S000292,202510,599,599,PAID
P00001651,S000292,202511,599,599,PAID
P00001652,S000292,202512,599,0,UNPAID
P00001653,S000293,202506,999,999,PAID
P00001654,S000293,202507,999,0,UNPAID
P00001655,S000293,202508,999,999,LATE
P00001656,S000293,202509,999,999,PAID
P00001657,S000293,202510,999,999,PAID
P00001658,S000294,202505,999,999,LATE
P00001659,S000294,202506,999,999,PAID
P00001660,S000294,202507,999,0,UNPAID
P00001661,S000294,202508,999,999,PAID
P00001662,S000294,202509,999,999,PAID
P00001663,S000294,202510,999,999,PAID
P00001664,S000294,202511,999,999,PAID
P00001665,S000294,202512,999,999,PAID
P00001666,S000295,202510,799,799,PAID
P00001667,S000295,202511,799,799,PAID
P00001668,S000295,202512,799,799,PAID
P00001669,S000296,202507,799,799,LATE
P00001670,S000296,202508,799,799,LATE
P00001671,S000296,202509,799,799,PAID
P00001672,S000296,202510,799,799,PAID
P00001673,S000296,202511,799,799,PAID
P00001674,S000296,202512,799,0,UNPAID
P00001675,S000297,202506,599,599,PAID
P00001676,S000297,202507,599,599,PAID
P00001677,S000297,202508,599,599,PAID
P00001678,S000297,202509,599,599,PAID
P00001679,S000297,202510,599,599,PAID
P00001680,S000297,202511,599,599,PAID
P00001681,S000297,202512,599,599,PAID
P00001682,S000298,202510,799,799,PAID
P00001683,S000298,202511,799,799,LATE
P00001684,S000298,202512,799,799,PAID
P00001685,S000299,202511,499,499,PAID
P00001686,S000299,202512,499,499,PAID
P00001687,S000300,202504,999,999,PAID
P00001688,S000300,202505,999,999,PAID
P00001689,S000300,202506,999,999,PAID
P00001690,S000300,202507,999,999,PAID
P00001691,S000300,202508,999,999,PAID
P00001692,S000300,202509,999,999,PAID
P00001693,S000300,202510,999,999,PAID
P00001694,S000300,202511,999,999,PAID
P00001695,S000300,202512,999,0,UNPAID
P00001696,S000301,202503,399,399,PAID
P00001697,S000301,202504,399,399,PAID
P00001698,S000301,202505,399,399,PAID
P00001699,S000301,202506,399,399,LATE
P00001700,S000301,202507,399,399,PAID
P00001701,S000301,202508,399,399,PAID
P00001702,S000301,202509,399,399,PAID
P00001703,S000301,202510,399,399,PAID
P00001704,S000301,202511,399,399,PAID
P00001705,S000301,202512,399,399,PAID
P00001706,S000302,202503,799,799,PAID
P00001707,S000302,202504,799,799,PAID
P00001708,S000302,202505,799,799,PAID
P00001709,S000302,202506,799,799,PAID
P00001710,S000302,202507,799,799,PAID
P00001711,S000302,202508,799,799,PAID
P00001712,S000302,202509,799,799,PAID
P00001713,S000302,202510,799,799,PAID
P00001714,S000302,202511,799,799,PAID
P00001715,S000302,202512,799,799,PAID
P00001716,S000303,202502,399,399,LATE
P00001717,S000303,202503,399,399,LATE
P00001718,S000303,202504,399,399,PAID
P00001719,S000303,202505,399,399,PAID
P00001720,S000303,202506,399,399,PAID
P00001721,S000303,202507,399,399,LATE
P00001722,S000303,202508,399,399,PAID
P00001723,S000303,202509,399,399,PAID
P00001724,S000303,202510,399,399,PAID
P00001725,S000303,202511,399,399,PAID
P00001726,S000303,202512,399,399,PAID
P00001727,S000304,202512,999,999,PAID
P00001728,S000305,202512,499,499,LATE
P00001729,S000306,202508,399,399,PAID
P00001730,S000306,202509,399,399,PAID
P00001731,S000306,202510,399,399,PAID
P00001732,S000306,202511,399,399,LATE
P00001733,S000307,202510,499,499,PAID
P00001734,S000307,202511,499,499,PAID
P00001735,S000308,202503,599,599,PAID
P00001736,S000308,202504,599,599,PAID
P00001737,S000308,202505,599,599,PAID
P00001738,S000308,202506,599,599,PAID
P00001739,S000308,202507,599,599,PAID
P00001740,S000308,202508,599,599,PAID
P00001741,S000309,202507,399,399,PAID
P00001742,S000309,202508,399,399,PAID
P00001743,S000309,202509,399,399,PAID
P00001744,S000309,202510,399,399,LATE
P00001745,S000309,202511,399,399,PAID
P00001746,S000309,202512,399,399,PAID
P00001747,S000310,202502,999,999,PAID
P00001748,S000310,202503,999,999,PAID
P00001749,S000310,202504,999,999,PAID
P00001750,S000310,202505,999,999,PAID
P00001751,S000310,202506,999,999,PAID
P00001752,S000310,202507,999,999,LATE
P00001753,S000310,202508,999,999,PAID
P00001754,S000310,202509,999,999,PAID
P00001755,S000310,202510,999,999,PAID
P00001756,S000310,202511,999,999,LATE
P00001757,S000310,202512,999,999,PAID
P00001758,S000311,202506,499,0,UNPAID
P00001759,S000311,202507,499,499,PAID
P00001760,S000311,202508,499,0,UNPAID
P00001761,S000311,202509,499,499,PAID
P00001762,S000311,202510,499,499,PAID
P00001763,S000311,202511,499,499,PAID
P00001764,S000311,202512,499,499,PAID
P00001765,S000312,202508,399,399,LATE
P00001766,S000312,202509,399,399,PAID
P00001767,S000312,202510,399,399,PAID
P00001768,S000312,202511,399,399,PAID
P00001769,S000312,202512,399,399,PAID
P00001770,S000313,202503,999,999,PAID
P00001771,S000313,202504,999,999,PAID
P00001772,S000313,202505,999,999,PAID
P00001773,S000313,202506,999,999,LATE
P00001774,S000313,202507,999,999,PAID
P00001775,S000313,202508,999,999,PAID
P00001776,S000313,202509,999,999,PAID
P00001777,S000313,202510,999,999,LATE
P00001778,S000313,202511,999,999,PAID
P00001779,S000313,202512,999,999,PAID
P00001780,S000314,202509,999,999,PAID
P00001781,S000314,202510,999,999,PAID
P00001782,S000314,202511,999,999,LATE
P00001783,S000314,202512,999,999,PAID
P00001784,S000315,202509,599,599,PAID
P00001785,S000315,202510,599,599,LATE
P00001786,S000315,202511,599,0,UNPAID
P00001787,S000315,202512,599,599,PAID
P00001788,S000316,202507,599,599,PAID
P00001789,S000316,202508,599,599,PAID
P00001790,S000316,202509,599,599,PAID
P00001791,S000316,202510,599,599,PAID
P00001792,S000316,202511,599,0,UNPAID
P00001793,S000316,202512,599,599,PAID
P00001794,S000317,202511,399,399,PAID
P00001795,S000317,202512,399,399,PAID
P00001796,S000318,202502,499,499,PAID
P00001797,S000318,202503,499,499,PAID
P00001798,S000318,202504,499,499,PAID
P00001799,S000318,202505,499,499,PAID
P00001800,S000318,202506,499,499,PAID
P00001801,S000318,202507,499,499,PAID
P00001802,S000318,202508,499,499,PAID
P00001803,S000318,202509,499,499,PAID
P00001804,S000318,202510,499,0,UNPAID
P00001805,S000318,202511,499,499,PAID
P00001806,S000318,202512,499,499,PAID
P00001807,S000319,202506,999,999,PAID
P00001808,S000319,202507,999,0,UNPAID
P00001809,S000319,202508,999,999,LATE
P00001810,S000319,202509,999,999,PAID
P00001811,S000319,202510,999,999,PAID
P00001812,S000319,202511,999,999,PAID
P00001813,S000319,202512,999,999,PAID
P00001814,S000320,202512,599,599,PAID
P00001815,S000321,202507,399,399,PAID
P00001816,S000321,202508,399,399,PAID
P00001817,S000321,202509,399,399,PAID
P00001818,S000321,202510,399,399,PAID
P00001819,S000321,202511,399,399,PAID
P00001820,S000321,202512,399,399,PAID
P00001821,S000322,202508,999,999,PAID
P00001822,S000322,202509,999,999,PAID
P00001823,S000322,202510,999,999,PAID
P00001824,S000322,202511,999,999,PAID
P00001825,S000322,202512,999,999,LATE
P00001826,S000323,202503,499,499,PAID
P00001827,S000323,202504,499,499,PAID
P00001828,S000323,202505,499,499,PAID
P00001829,S000323,202506,499,499,PAID
P00001830,S000323,202507,499,499,LATE
P00001831,S000323,202508,499,499,PAID
P00001832,S000323,202509,499,499,LATE
P00001833,S000323,202510,499,499,PAID
P00001834,S000323,202511,499,499,PAID
P00001835,S000323,202512,499,499,PAID
P00001836,S000324,202512,499,499,LATE
P00001837,S000325,202504,999,999,PAID
P00001838,S000325,202505,999,999,LATE
P00001839,S000325,202506,999,999,PAID
P00001840,S000325,202507,999,999,PAID
P00001841,S000325,202508,999,999,PAID
P00001842,S000325,202509,999,999,PAID
P00001843,S000325,202510,999,999,PAID
P00001844,S000325,202511,999,999,PAID
P00001845,S000325,202512,999,999,PAID
P00001846,S000326,202503,399,399,PAID
P00001847,S000326,202504,399,399,PAID
P00001848,S000326,202505,399,399,PAID
P00001849,S000326,202506,399,399,PAID
P00001850,S000326,202507,399,399,PAID
P00001851,S000326,202508,399,399,PAID
P00001852,S000326,202509,399,399,PAID
P00001853,S000326,202510,399,399,PAID
P00001854,S000326,202511,399,399,PAID
P00001855,S000326,202512,399,399,PAID
P00001856,S000327,202510,599,599,PAID
P00001857,S000327,202511,599,599,PAID
P00001858,S000328,202508,599,599,PAID
P00001859,S000328,202509,599,599,LATE
P00001860,S000328,202510,599,599,PAID
P00001861,S000328,202511,599,599,PAID
P00001862,S000328,202512,599,599,PAID
P00001863,S000329,202503,599,599,PAID
P00001864,S000329,202504,599,599,PAID
P00001865,S000329,202505,599,0,UNPAID
P00001866,S000329,202506,599,599,PAID
P00001867,S000329,202507,599,599,PAID
P00001868,S000329,202508,599,599,PAID
P00001869,S000329,202509,599,599,PAID
P00001870,S000329,202510,599,599,PAID
P00001871,S000329,202511,599,599,PAID
P00001872,S000329,202512,599,599,PAID
P00001873,S000330,202504,399,399,PAID
P00001874,S000330,202505,399,399,PAID
P00001875,S000330,202506,399,399,PAID
P00001876,S000330,202507,399,399,PAID
P00001877,S000330,202508,399,399,PAID
P00001878,S000330,202509,399,399,PAID
P00001879,S000330,202510,399,0,UNPAID
P00001880,S000330,202511,399,399,PAID
P00001881,S000330,202512,399,399,PAID
P00001882,S000331,202508,999,999,PAID
P00001883,S000331,202509,999,999,PAID
P00001884,S000331,202510,999,999,PAID
P00001885,S000331,202511,999,999,PAID
P00001886,S000331,202512,999,999,LATE
P00001887,S000332,202507,799,799,PAID
P00001888,S000332,202508,799,799,PAID
P00001889,S000332,202509,799,799,PAID
P00001890,S000332,202510,799,0,UNPAID
P00001891,S000332,202511,799,799,PAID
P00001892,S000332,202512,799,799,PAID
P00001893,S000333,202512,399,399,PAID
P00001894,S000334,202511,399,399,PAID
P00001895,S000334,202512,399,399,LATE
P00001896,S000335,202506,499,0,UNPAID
P00001897,S000335,202507,499,499,PAID
P00001898,S000335,202508,499,499,PAID
P00001899,S000335,202509,499,499,PAID
P00001900,S000335,202510,499,499,PAID
P00001901,S000335,202511,499,499,PAID
P00001902,S000335,202512,499,499,PAID
P00001903,S000336,202504,599,599,PAID
P00001904,S000336,202505,599,599,PAID
P00001905,S000336,202506,599,599,PAID
P00001906,S000336,202507,599,599,PAID
P00001907,S000336,202508,599,599,PAID
P00001908,S000336,202509,599,599,PAID
P00001909,S000336,202510,599,599,PAID
P00001910,S000336,202511,599,599,PAID
P00001911,S000336,202512,599,599,PAID
P00001912,S000337,202503,799,799,PAID
P00001913,S000337,202504,799,799,PAID
P00001914,S000337,202505,799,799,PAID
P00001915,S000337,202506,799,799,PAID
P00001916,S000337,202507,799,799,PAID
P00001917,S000337,202508,799,799,LATE
P00001918,S000337,202509,799,799,PAID
P00001919,S000337,202510,799,799,PAID
P00001920,S000337,202511,799,799,LATE
P00001921,S000337,202512,799,799,PAID
P00001922,S000338,202506,799,799,PAID
P00001923,S000338,202507,799,799,PAID
P00001924,S000338,202508,799,799,PAID
P00001925,S000338,202509,799,0,UNPAID
P00001926,S000338,202510,799,799,PAID
P00001927,S000338,202511,799,799,PAID
P00001928,S000338,202512,799,799,PAID
P00001929,S000339,202510,599,599,PAID
P00001930,S000339,202511,599,0,UNPAID
P00001931,S000340,202509,499,499,PAID
P00001932,S000340,202510,499,0,UNPAID
P00001933,S000340,202511,499,499,PAID
P00001934,S000340,202512,499,499,PAID
P00001935,S000341,202512,499,499,PAID
P00001936,S000342,202508,599,599,PAID
P00001937,S000342,202509,599,599,PAID
P00001938,S000342,202510,599,599,PAID
P00001939,S000342,202511,599,599,PAID
P00001940,S000343,202509,799,799,LATE
P00001941,S000343,202510,799,799,PAID
P00001942,S000343,202511,799,799,PAID
P00001943,S000343,202512,799,799,PAID
P00001944,S000344,202512,599,599,PAID
P00001945,S000345,202511,599,599,PAID
P00001946,S000345,202512,599,599,PAID
P00001947,S000346,202509,599,599,LATE
P00001948,S000346,202510,599,599,PAID
P00001949,S000346,202511,599,599,PAID
P00001950,S000346,202512,599,599,PAID
P00001951,S000347,202507,999,999,PAID
P00001952,S000347,202508,999,999,PAID
P00001953,S000347,202509,999,0,UNPAID
P00001954,S000347,202510,999,999,PAID
P00001955,S000347,202511,999,999,PAID
P00001956,S000347,202512,999,999,PAID
P00001957,S000348,202505,999,999,PAID
P00001958,S000348,202506,999,999,PAID
P00001959,S000348,202507,999,0,UNPAID
P00001960,S000348,202508,999,999,PAID
P00001961,S000348,202509,999,0,UNPAID
P00001962,S000348,202510,999,999,PAID
P00001963,S000348,202511,999,999,PAID
P00001964,S000348,202512,999,999,PAID
P00001965,S000349,202512,799,799,PAID
P00001966,S000350,202508,499,499,PAID
P00001967,S000350,202509,499,499,PAID
P00001968,S000350,202510,499,499,PAID
P00001969,S000350,202511,499,0,UNPAID
P00001970,S000350,202512,499,499,PAID
P00001971,S000351,202507,799,799,PAID
P00001972,S000351,202508,799,799,PAID
P00001973,S000351,202509,799,799,PAID
P00001974,S000351,202510,799,0,UNPAID
P00001975,S000351,202511,799,799,PAID
P00001976,S000351,202512,799,0,UNPAID
P00001977,S000352,202502,599,599,PAID
P00001978,S000352,202503,599,0,UNPAID
P00001979,S000352,202504,599,599,PAID
P00001980,S000352,202505,599,599,PAID
P00001981,S000352,202506,599,599,PAID
P00001982,S000353,202512,799,799,PAID
P00001983,S000354,202508,999,999,LATE
P00001984,S000354,202509,999,999,PAID
P00001985,S000354,202510,999,999,LATE
P00001986,S000354,202511,999,999,PAID
P00001987,S000354,202512,999,999,PAID
P00001988,S000355,202507,499,499,PAID
P00001989,S000355,202508,499,499,PAID
P00001990,S000356,202512,499,499,PAID
P00001991,S000357,202507,999,999,PAID
P00001992,S000357,202508,999,999,PAID
P00001993,S000358,202501,399,399,PAID
P00001994,S000358,202502,399,399,PAID
P00001995,S000358,202503,399,399,PAID
P00001996,S000358,202504,399,0,UNPAID
P00001997,S000358,202505,399,0,UNPAID
P00001998,S000358,202506,399,399,PAID
P00001999,S000358,202507,399,399,PAID
P00002000,S000358,202508,399,399,LATE
P00002001,S000358,202509,399,399,LATE
P00002002,S000358,202510,399,0,UNPAID
P00002003,S000358,202511,399,399,PAID
P00002004,S000358,202512,399,399,PAID
P00002005,S000359,202505,799,799,PAID
P00002006,S000359,202506,799,799,PAID
P00002007,S000359,202507,799,799,PAID
P00002008,S000359,202508,799,799,PAID
P00002009,S000359,202509,799,799,PAID
P00002010,S000359,202510,799,799,PAID
P00002011,S000359,202511,799,799,PAID
P00002012,S000359,202512,799,799,PAID
P00002013,S000360,202504,799,799,PAID
P00002014,S000360,202505,799,799,PAID
P00002015,S000360,202506,799,799,PAID
P00002016,S000360,202507,799,799,LATE
P00002017,S000360,202508,799,0,UNPAID
P00002018,S000360,202509,799,799,PAID
P00002019,S000360,202510,799,0,UNPAID
P00002020,S000360,202511,799,799,PAID
P00002021,S000360,202512,799,799,PAID
P00002022,S000361,202503,399,399,PAID
P00002023,S000361,202504,399,399,PAID
P00002024,S000361,202505,399,399,PAID
P00002025,S000361,202506,399,399,PAID
P00002026,S000361,202507,399,399,PAID
P00002027,S000361,202508,399,399,PAID
P00002028,S000361,202509,399,399,LATE
P00002029,S000361,202510,399,399,PAID
P00002030,S000361,202511,399,399,LATE
P00002031,S000361,202512,399,399,PAID
P00002032,S000362,202511,799,799,PAID
P00002033,S000362,202512,799,799,PAID
P00002034,S000363,202509,799,799,PAID
P00002035,S000363,202510,799,799,PAID
P00002036,S000363,202511,799,799,PAID
P00002037,S000363,202512,799,799,PAID
P00002038,S000364,202512,999,999,PAID
P00002039,S000365,202511,799,0,UNPAID
P00002040,S000365,202512,799,799,PAID
P00002041,S000366,202506,399,399,PAID
P00002042,S000366,202507,399,399,PAID
P00002043,S000366,202508,399,399,PAID
P00002044,S000366,202509,399,399,PAID
P00002045,S000366,202510,399,399,PAID
P00002046,S000366,202511,399,399,PAID
P00002047,S000366,202512,399,399,PAID
P00002048,S000367,202505,499,499,PAID
P00002049,S000367,202506,499,499,PAID
P00002050,S000367,202507,499,499,PAID
P00002051,S000367,202508,499,0,UNPAID
P00002052,S000367,202509,499,499,PAID
P00002053,S000367,202510,499,499,PAID
P00002054,S000367,202511,499,499,PAID
P00002055,S000367,202512,499,0,UNPAID
P00002056,S000368,202501,599,599,PAID
P00002057,S000368,202502,599,599,PAID
P00002058,S000368,202503,599,599,PAID
P00002059,S000368,202504,599,599,PAID
P00002060,S000369,202509,599,0,UNPAID
P00002061,S000369,202510,599,599,PAID
P00002062,S000369,202511,599,599,PAID
P00002063,S000370,202507,499,499,PAID
P00002064,S000370,202508,499,499,PAID
P00002065,S000370,202509,499,499,PAID
P00002066,S000370,202510,499,499,PAID
P00002067,S000370,202511,499,499,PAID
P00002068,S000370,202512,499,499,PAID
P00002069,S000371,202509,999,999,PAID
P00002070,S000371,202510,999,999,PAID
P00002071,S000371,202511,999,999,LATE
P00002072,S000371,202512,999,999,PAID
P00002073,S000372,202507,799,799,PAID
P00002074,S000372,202508,799,799,PAID
P00002075,S000372,202509,799,799,LATE
P00002076,S000372,202510,799,799,PAID
P00002077,S000372,202511,799,799,PAID
P00002078,S000372,202512,799,799,LATE
P00002079,S000373,202504,499,499,PAID
P00002080,S000373,202505,499,0,UNPAID
P00002081,S000373,202506,499,499,PAID
P00002082,S000373,202507,499,499,PAID
P00002083,S000373,202508,499,0,UNPAID
P00002084,S000373,202509,499,499,PAID
P00002085,S000373,202510,499,499,PAID
P00002086,S000373,202511,499,499,PAID
P00002087,S000373,202512,499,0,UNPAID
P00002088,S000374,202505,599,599,PAID
P00002089,S000374,202506,599,599,LATE
P00002090,S000374,202507,599,599,PAID
P00002091,S000374,202508,599,599,LATE
P00002092,S000374,202509,599,599,PAID
P00002093,S000374,202510,599,599,LATE
P00002094,S000374,202511,599,599,PAID
P00002095,S000374,202512,599,599,PAID
P00002096,S000375,202504,499,499,PAID
P00002097,S000375,202505,499,499,PAID
P00002098,S000375,202506,499,499,PAID
P00002099,S000375,202507,499,499,LATE
P00002100,S000375,202508,499,499,PAID
P00002101,S000375,202509,499,499,LATE
P00002102,S000375,202510,499,499,PAID
P00002103,S000375,202511,499,499,PAID
P00002104,S000375,202512,499,499,LATE
P00002105,S000376,202502,799,799,LATE
P00002106,S000376,202503,799,799,PAID
P00002107,S000376,202504,799,799,PAID
P00002108,S000376,202505,799,799,PAID
P00002109,S000376,202506,799,799,PAID
P00002110,S000376,202507,799,799,PAID
P00002111,S000376,202508,799,799,PAID
P00002112,S000376,202509,799,0,UNPAID
P00002113,S000376,202510,799,0,UNPAID
P00002114,S000376,202511,799,799,LATE
P00002115,S000376,202512,799,799,PAID
P00002116,S000377,202512,599,599,PAID
P00002117,S000378,202503,499,499,PAID
P00002118,S000378,202504,499,499,PAID
P00002119,S000378,202505,499,499,PAID
P00002120,S000378,202506,499,499,PAID
P00002121,S000378,202507,499,499,PAID
P00002122,S000378,202508,499,499,PAID
P00002123,S000378,202509,499,499,PAID
P00002124,S000378,202510,499,499,PAID
P00002125,S000378,202511,499,499,PAID
P00002126,S000378,202512,499,499,PAID
P00002127,S000379,202505,799,799,PAID
P00002128,S000379,202506,799,0,UNPAID
P00002129,S000379,202507,799,799,PAID
P00002130,S000379,202508,799,799,PAID
P00002131,S000379,202509,799,799,PAID
P00002132,S000379,202510,799,799,PAID
P00002133,S000379,202511,799,799,PAID
P00002134,S000379,202512,799,799,PAID
P00002135,S000380,202504,499,499,PAID
P00002136,S000380,202505,499,0,UNPAID
P00002137,S000381,202507,599,599,PAID
P00002138,S000381,202508,599,599,PAID
P00002139,S000381,202509,599,599,LATE
P00002140,S000381,202510,599,599,PAID
P00002141,S000381,202511,599,0,UNPAID
P00002142,S000381,202512,599,599,PAID
P00002143,S000382,202512,399,399,LATE
P00002144,S000383,202501,399,399,PAID
P00002145,S000383,202502,399,399,PAID
P00002146,S000383,202503,399,399,PAID
P00002147,S000383,202504,399,399,PAID
P00002148,S000383,202505,399,399,PAID
P00002149,S000383,202506,399,399,PAID
P00002150,S000383,202507,399,399,PAID
P00002151,S000383,202508,399,399,PAID
P00002152,S000383,202509,399,399,PAID
P00002153,S000383,202510,399,399,PAID
P00002154,S000383,202511,399,399,LATE
P00002155,S000383,202512,399,399,LATE
P00002156,S000384,202503,799,799,PAID
P00002157,S000384,202504,799,799,PAID
P00002158,S000384,202505,799,799,LATE
P00002159,S000384,202506,799,799,PAID
P00002160,S000384,202507,799,799,PAID
P00002161,S000384,202508,799,799,LATE
P00002162,S000384,202509,799,799,PAID
P00002163,S000384,202510,799,799,PAID
P00002164,S000384,202511,799,799,PAID
P00002165,S000384,202512,799,799,PAID
P00002166,S000385,202502,499,499,PAID
P00002167,S000385,202503,499,499,PAID
P00002168,S000385,202504,499,499,PAID
P00002169,S000385,202505,499,499,PAID
P00002170,S000385,202506,499,499,LATE
P00002171,S000385,202507,499,499,PAID
P00002172,S000385,202508,499,499,PAID
P00002173,S000385,202509,499,499,PAID
P00002174,S000385,202510,499,499,PAID
P00002175,S000385,202511,499,499,LATE
P00002176,S000385,202512,499,0,UNPAID
P00002177,S000386,202508,499,499,PAID
P00002178,S000386,202509,499,499,PAID
P00002179,S000386,202510,499,499,PAID
P00002180,S000386,202511,499,499,LATE
P00002181,S000386,202512,499,499,PAID
P00002182,S000387,202512,499,499,PAID
P00002183,S000388,202507,599,599,PAID
P00002184,S000388,202508,599,599,LATE
P00002185,S000388,202509,599,599,PAID
P00002186,S000388,202510,599,599,PAID
P00002187,S000388,202511,599,599,PAID
P00002188,S000388,202512,599,599,PAID
P00002189,S000389,202511,999,999,PAID
P00002190,S000389,202512,999,999,LATE
P00002191,S000390,202505,499,499,LATE
P00002192,S000390,202506,499,499,PAID
P00002193,S000390,202507,499,499,PAID
P00002194,S000390,202508,499,499,LATE
P00002195,S000390,202509,499,499,PAID
P00002196,S000390,202510,499,499,PAID
P00002197,S000390,202511,499,499,PAID
P00002198,S000390,202512,499,499,LATE
P00002199,S000391,202501,399,399,PAID
P00002200,S000391,202502,399,399,PAID
P00002201,S000391,202503,399,399,PAID
P00002202,S000391,202504,399,399,PAID
P00002203,S000391,202505,399,399,PAID
P00002204,S000391,202506,399,399,PAID
P00002205,S000391,202507,399,399,PAID
P00002206,S000391,202508,399,399,PAID
P00002207,S000391,202509,399,399,PAID
P00002208,S000391,202510,399,399,PAID
P00002209,S000391,202511,399,399,PAID
P00002210,S000391,202512,399,399,LATE
P00002211,S000392,202511,499,499,PAID
P00002212,S000392,202512,499,499,LATE
P00002213,S000393,202510,399,399,PAID
P00002214,S000393,202511,399,399,PAID
P00002215,S000394,202512,399,399,PAID
P00002216,S000395,202503,999,999,PAID
P00002217,S000395,202504,999,999,PAID
P00002218,S000395,202505,999,999,PAID
P00002219,S000395,202506,999,999,PAID
P00002220,S000395,202507,999,999,PAID
P00002221,S000395,202508,999,999,PAID
P00002222,S000395,202509,999,999,PAID
P00002223,S000395,202510,999,999,PAID
P00002224,S000395,202511,999,999,PAID
P00002225,S000395,202512,999,999,LATE
P00002226,S000396,202511,499,499,LATE
P00002227,S000396,202512,499,499,PAID
P00002228,S000397,202503,999,999,PAID
P00002229,S000397,202504,999,999,PAID
P00002230,S000397,202505,999,999,PAID
P00002231,S000397,202506,999,999,PAID
P00002232,S000397,202507,999,999,PAID
P00002233,S000397,202508,999,999,PAID
P00002234,S000397,202509,999,999,PAID
P00002235,S000397,202510,999,999,PAID
P00002236,S000397,202511,999,0,UNPAID
P00002237,S000397,202512,999,999,PAID
P00002238,S000398,202508,799,799,PAID
P00002239,S000398,202509,799,799,PAID
P00002240,S000398,202510,799,0,UNPAID
P00002241,S000398,202511,799,799,PAID
P00002242,S000398,202512,799,799,PAID
P00002243,S000399,202512,799,799,PAID
P00002244,S000400,202509,799,799,PAID
P00002245,S000400,202510,799,799,PAID
