subscription_id,usage_date,month_id,download_gb,upload_gb,avg_speed_mbps
S000257,2025-12-01,202512,166.74,80.95,662.64
S000258,2025-08-01,202508,199.44,88.08,807.38
S000258,2025-09-01,202509,370.43,73.52,788.72
S000258,2025-10-01,202510,411.22,86.15,576.31
S000258,2025-11-01,202511,374.89,103.91,610.51
S000258,2025-12-01,202512,538.81,69.49,704.86
S000259,2025-09-01,202509,289.48,84.47,438.67
S000259,2025-10-01,202510,300.86,58.16,720.3
S000260,2025-08-01,202508,439.5,92.92,344.25
S000260,2025-09-01,202509,533.79,85.91,583.53
S000260,2025-10-01,202510,364.14,83.52,599.97
S000261,2025-01-01,202501,367.81,67.85,639.35
S000261,2025-02-01,202502,288.23,51.35,721.88
S000261,2025-03-01,202503,402.68,90.3,822.99
S000261,2025-04-01,202504,379.19,69.35,825.95
S000261,2025-05-01,202505,227.82,61.99,555.37
S000261,2025-06-01,202506,447.21,98.86,773.1
S000261,2025-07-01,202507,446.47,62.41,752.29
S000261,2025-08-01,202508,338.73,96.94,682.72
S000261,2025-09-01,202509,315.36,90.82,831.43
S000261,2025-10-01,202510,289.85,78.78,541.23
S000261,2025-11-01,202511,125.17,84.01,791.34
S000261,2025-12-01,202512,373.59,41.01,647.37
S000262,2025-05-01,202505,150.35,107.39,537.09
S000262,2025-06-01,202506,462.99,98.92,564.91
S000262,2025-07-01,202507,248.05,87.01,573.35
S000262,2025-08-01,202508,359.22,70.34,432.83
S000262,2025-09-01,202509,149.26,84.53,615.77
S000262,2025-10-01,202510,300.22,93.92,876.02
S000262,2025-11-01,202511,325.47,73.19,775.02
S000262,2025-12-01,202512,227.88,84.46,782.78
S000263,2025-07-01,202507,411.22,41.26,585.8
S000263,2025-08-01,202508,270.96,82.0,772.11
S000263,2025-09-01,202509,484.7,70.1,625.36
S000263,2025-10-01,202510,453.47,85.93,890.15
S000263,2025-11-01,202511,375.99,56.86,500.03
S000263,2025-12-01,202512,210.36,93.24,878.29
S000264,2025-11-01,202511,516.44,96.86,874.43
S000264,2025-12-01,202512,297.8,56.87,827.51
S000265,2025-12-01,202512,387.59,82.15,758.11
S000266,2025-07-01,202507,379.09,105.68,894.25
S000266,2025-08-01,202508,398.98,96.92,777.11
S000266,2025-09-01,202509,308.49,95.13,490.83
S000266,2025-10-01,202510,444.85,56.11,742.87
S000266,2025-11-01,202511,273.94,91.07,694.91
S000266,2025-12-01,202512,206.47,88.41,613.31
S000267,2025-09-01,202509,429.3,80.03,759.31
S000267,2025-10-01,202510,263.82,68.21,631.2
S000267,2025-11-01,202511,427.1,113.55,579.22
S000267,2025-12-01,202512,446.92,36.61,520.87
S000268,2025-06-01,202506,263.71,52.95,462.46
S000268,2025-07-01,202507,387.17,75.72,756.91
S000268,2025-08-01,202508,412.14,85.31,798.66
S000268,2025-09-01,202509,343.74,56.26,858.67
S000268,2025-10-01,202510,296.98,61.29,673.31
S000268,2025-11-01,202511,267.85,71.65,751.61
S000268,2025-12-01,202512,381.35,62.04,626.84
S000269,2025-10-01,202510,446.69,89.93,1011.26
S000269,2025-11-01,202511,456.21,102.89,491.82
S000270,2025-02-01,202502,418.75,78.94,617.35
S000270,2025-03-01,202503,365.12,98.9,775.12
S000270,2025-04-01,202504,270.94,94.85,604.36
S000270,2025-05-01,202505,369.5,73.93,667.17
S000270,2025-06-01,202506,418.96,59.2,991.78
S000270,2025-07-01,202507,186.1,68.05,755.53
S000270,2025-08-01,202508,402.59,77.99,691.39
S000270,2025-09-01,202509,386.95,75.38,908.98
S000270,2025-10-01,202510,425.54,97.46,555.08
S000270,2025-11-01,202511,342.86,73.99,549.16
S000270,2025-12-01,202512,382.41,69.25,798.31
S000271,2025-03-01,202503,253.68,114.38,565.55
S000271,2025-04-01,202504,369.74,95.84,614.4
S000271,2025-05-01,202505,426.72,55.42,917.82
S000272,2025-06-01,202506,351.27,68.07,655.12
S000272,2025-07-01,202507,422.8,68.31,587.6
S000272,2025-08-01,202508,330.06,56.46,973.08
S000272,2025-09-01,202509,299.02,96.63,731.42
S000272,2025-10-01,202510,261.39,79.88,817.6
S000272,2025-11-01,202511,333.06,103.86,853.23
S000272,2025-12-01,202512,432.7,70.81,538.02
S000273,2025-04-01,202504,294.78,83.92,781.87
S000273,2025-05-01,202505,154.56,79.84,723.71
S000273,2025-06-01,202506,325.02,105.83,763.27
S000273,2025-07-01,202507,467.92,75.68,840.62
S000273,2025-08-01,202508,497.16,106.23,536.18
S000273,2025-09-01,202509,327.17,73.1,773.39
S000273,2025-10-01,202510,411.77,63.22,710.18
S000273,2025-11-01,202511,168.21,108.84,623.14
S000273,2025-12-01,202512,355.03,73.81,871.9
S000274,2025-04-01,202504,94.62,79.67,684.13
S000274,2025-05-01,202505,309.17,114.52,566.9
S000274,2025-06-01,202506,419.46,87.13,889.23
S000274,2025-07-01,202507,289.95,65.34,864.41
S000275,2025-10-01,202510,388.28,49.1,619.1
S000275,2025-11-01,202511,384.77,96.76,598.12
S000276,2025-10-01,202510,87.72,90.46,516.95
S000276,2025-11-01,202511,168.44,23.35,822.1
S000276,2025-12-01,202512,361.58,75.49,908.35
S000277,2025-02-01,202502,407.36,112.33,491.09
S000277,2025-03-01,202503,346.89,47.67,665.59
S000277,2025-04-01,202504,327.62,92.53,706.83
S000277,2025-05-01,202505,406.11,94.07,1023.24
S000277,2025-06-01,202506,321.62,61.18,736.91
S000277,2025-07-01,202507,277.79,109.64,657.52
S000277,2025-08-01,202508,299.1,70.57,807.76
S000277,2025-09-01,202509,335.8,67.17,949.8
S000277,2025-10-01,202510,272.94,80.71,797.85
S000277,2025-11-01,202511,203.18,89.61,541.73
S000277,2025-12-01,202512,424.05,60.75,803.92
S000278,2025-03-01,202503,449.52,97.23,737.7
S000278,2025-04-01,202504,329.18,68.47,920.66
S000278,2025-05-01,202505,287.05,59.26,799.81
S000278,2025-06-01,202506,278.35,61.0,483.46
S000278,2025-07-01,202507,306.54,78.35,736.46
S000278,2025-08-01,202508,435.62,90.54,671.37
S000278,2025-09-01,202509,332.16,90.2,890.89
S000278,2025-10-01,202510,361.37,70.62,551.07
S000278,2025-11-01,202511,219.93,93.33,786.7
S000278,2025-12-01,202512,401.96,77.43,911.04
S000279,2025-10-01,202510,306.43,99.11,694.19
S000279,2025-11-01,202511,295.25,91.85,761.45
S000279,2025-12-01,202512,382.13,81.63,694.32
S000280,2025-03-01,202503,564.95,103.69,808.42
S000280,2025-04-01,202504,360.06,100.14,777.7
S000280,2025-05-01,202505,352.36,73.93,687.86
S000280,2025-06-01,202506,64.66,84.21,626.73
S000280,2025-07-01,202507,493.34,80.39,521.66
S000280,2025-08-01,202508,345.51,59.08,771.01
S000280,2025-09-01,202509,376.19,99.16,581.37
S000280,2025-10-01,202510,353.06,52.7,805.22
S000280,2025-11-01,202511,396.7,89.92,700.24
S000280,2025-12-01,202512,387.33,112.09,657.24
S000281,2025-04-01,202504,362.48,58.28,569.76
S000281,2025-05-01,202505,358.8,102.08,661.56
S000281,2025-06-01,202506,328.77,71.86,619.79
S000281,2025-07-01,202507,376.55,50.05,892.14
S000281,2025-08-01,202508,290.11,94.44,509.5
S000281,2025-09-01,202509,410.2,93.44,757.63
S000281,2025-10-01,202510,260.5,84.99,522.54
S000281,2025-11-01,202511,327.25,100.59,819.51
S000281,2025-12-01,202512,351.37,60.5,796.84
S000282,2025-04-01,202504,351.74,33.59,817.39
S000282,2025-05-01,202505,347.82,104.05,535.71
S000282,2025-06-01,202506,64.1,85.58,743.73
S000282,2025-07-01,202507,197.84,60.43,1113.28
S000282,2025-08-01,202508,322.5,94.62,602.4
S000282,2025-09-01,202509,161.87,76.59,660.16
S000282,2025-10-01,202510,314.01,77.71,739.64
S000282,2025-11-01,202511,336.49,54.72,772.93
S000282,2025-12-01,202512,174.56,38.99,810.88
S000283,2025-10-01,202510,395.63,78.85,490.68
S000283,2025-11-01,202511,286.29,74.75,460.62
S000283,2025-12-01,202512,283.49,93.05,914.1
S000284,2025-09-01,202509,312.25,95.13,412.89
S000284,2025-10-01,202510,409.35,63.92,746.1
S000284,2025-11-01,202511,327.7,106.41,568.83
S000284,2025-12-01,202512,406.48,74.41,676.25
S000285,2025-11-01,202511,333.45,63.09,697.89
S000285,2025-12-01,202512,344.36,84.82,712.68
S000286,2025-06-01,202506,421.82,98.47,542.41
S000286,2025-07-01,202507,428.19,56.27,788.18
S000286,2025-08-01,202508,405.78,41.77,713.95
S000286,2025-09-01,202509,307.84,64.82,902.63
S000286,2025-10-01,202510,291.17,63.87,711.35
S000286,2025-11-01,202511,411.7,77.17,874.96
S000286,2025-12-01,202512,397.79,36.44,620.58
S000287,2025-04-01,202504,299.43,89.59,306.28
S000287,2025-05-01,202505,579.41,90.62,722.33
S000287,2025-06-01,202506,456.34,126.87,830.61
S000287,2025-07-01,202507,435.39,82.61,678.77
S000287,2025-08-01,202508,307.18,63.48,596.95
S000287,2025-09-01,202509,228.45,78.48,447.3
S000287,2025-10-01,202510,367.18,79.27,722.04
S000287,2025-11-01,202511,303.01,141.54,904.02
S000287,2025-12-01,202512,237.99,84.66,608.8
S000288,2025-10-01,202510,258.7,53.2,764.83
S000288,2025-11-01,202511,288.68,99.36,849.07
S000288,2025-12-01,202512,473.65,62.95,771.3
S000289,2025-07-01,202507,406.92,70.52,584.23
S000289,2025-08-01,202508,494.86,84.55,795.4
S000289,2025-09-01,202509,276.01,55.61,614.58
S000289,2025-10-01,202510,338.84,58.72,698.52
S000289,2025-11-01,202511,198.03,57.6,800.64
S000290,2025-10-01,202510,404.34,72.16,547.34
S000290,2025-11-01,202511,257.53,72.53,796.68
S000290,2025-12-01,202512,433.54,70.07,526.98
S000291,2025-01-01,202501,374.11,63.53,622.26
S000291,2025-02-01,202502,469.27,96.54,723.7
S000291,2025-03-01,202503,235.53,84.23,859.4
S000291,2025-04-01,202504,316.19,107.02,893.91
S000291,2025-05-01,202505,499.74,86.1,788.11
S000291,2025-06-01,202506,477.28,88.95,624.81
S000291,2025-07-01,202507,309.63,84.77,506.42
S000291,2025-08-01,202508,337.11,101.93,371.31
S000291,2025-09-01,202509,488.1,102.45,631.04
S000291,2025-10-01,202510,398.91,80.06,884.5
S000291,2025-11-01,202511,438.44,52.0,788.09
S000291,2025-12-01,202512,331.49,81.66,590.77
S000292,2025-09-01,202509,507.33,100.8,589.03
S000292,2025-10-01,202510,229.89,72.29,765.18
S000292,2025-11-01,202511,371.62,105.06,818.49
S000292,2025-12-01,202512,437.26,86.54,491.61
S000293,2025-06-01,202506,332.39,101.2,692.27
S000293,2025-07-01,202507,395.28,73.63,545.53
S000293,2025-08-01,202508,338.9,86.18,601.65
S000293,2025-09-01,202509,328.79,61.21,867.89
S000293,2025-10-01,202510,323.5,109.06,929.31
S000294,2025-05-01,202505,342.71,59.83,387.12
S000294,2025-06-01,202506,217.52,52.52,906.77
S000294,2025-07-01,202507,360.42,87.79,366.94
S000294,2025-08-01,202508,242.18,97.74,743.02
S000294,2025-09-01,202509,336.75,91.3,945.37
S000294,2025-10-01,202510,330.11,81.39,728.89
S000294,2025-11-01,202511,565.29,38.01,802.48
S000294,2025-12-01,202512,339.67,91.34,601.39
S000295,2025-10-01,202510,345.59,94.23,1166.94
S000295,2025-11-01,202511,422.72,63.04,636.44
S000295,2025-12-01,202512,309.19,44.09,650.49
S000296,2025-07-01,202507,415.95,54.52,857.27
S000296,2025-08-01,202508,393.9,65.32,678.77
S000296,2025-09-01,202509,493.85,94.67,701.32
S000296,2025-10-01,202510,328.61,81.53,623.24
S000296,2025-11-01,202511,160.57,120.84,723.3
S000296,2025-12-01,202512,385.83,78.84,589.73
S000297,2025-06-01,202506,333.27,48.01,1041.56
S000297,2025-07-01,202507,238.89,59.36,633.96
S000297,2025-08-01,202508,465.93,80.29,514.58
S000297,2025-09-01,202509,462.89,94.62,780.77
S000297,2025-10-01,202510,414.42,127.89,1027.76
S000297,2025-11-01,202511,288.2,112.48,757.48
S000297,2025-12-01,202512,394.92,46.15,674.44
S000298,2025-10-01,202510,276.85,96.56,860.66
S000298,2025-11-01,202511,163.3,79.56,868.28
S000298,2025-12-01,202512,333.2,94.58,752.67
S000299,2025-11-01,202511,380.75,74.57,517.51
S000299,2025-12-01,202512,249.06,94.19,702.92
S000300,2025-04-01,202504,337.53,71.52,654.22
S000300,2025-05-01,202505,444.22,73.3,498.84
S000300,2025-06-01,202506,416.93,75.9,704.71
S000300,2025-07-01,202507,494.68,79.59,743.38
S000300,2025-08-01,202508,243.9,75.61,791.43
S000300,2025-09-01,202509,210.02,84.02,715.12
S000300,2025-10-01,202510,353.72,100.74,750.17
S000300,2025-11-01,202511,483.03,60.13,720.39
S000300,2025-12-01,202512,357.6,58.61,843.44
S000301,2025-03-01,202503,559.22,79.66,775.75
S000301,2025-04-01,202504,357.61,65.73,426.89
S000301,2025-05-01,202505,286.48,52.16,955.62
S000301,2025-06-01,202506,339.64,73.08,833.37
S000301,2025-07-01,202507,249.04,64.66,710.21
S000301,2025-08-01,202508,442.59,90.03,737.25
S000301,2025-09-01,202509,357.03,88.0,730.25
S000301,2025-10-01,202510,257.3,80.92,538.95
S000301,2025-11-01,202511,357.3,70.39,1080.91
S000301,2025-12-01,202512,346.41,51.92,679.87
S000302,2025-03-01,202503,396.74,113.47,611.58
S000302,2025-04-01,202504,207.58,96.34,492.91
S000302,2025-05-01,202505,310.75,74.85,689.55
S000302,2025-06-01,202506,412.02,66.33,658.94
S000302,2025-07-01,202507,348.72,82.99,714.67
S000302,2025-08-01,202508,389.24,96.88,758.9
S000302,2025-09-01,202509,390.82,48.36,707.53
S000302,2025-10-01,202510,393.16,94.58,596.15
S000302,2025-11-01,202511,290.69,68.52,780.46
S000302,2025-12-01,202512,443.05,71.85,836.19
S000303,2025-02-01,202502,361.11,77.51,668.29
S000303,2025-03-01,202503,417.2,86.51,1041.37
S000303,2025-04-01,202504,273.3,90.36,620.62
S000303,2025-05-01,202505,271.76,79.78,720.6
S000303,2025-06-01,202506,612.64,76.32,530.47
S000303,2025-07-01,202507,374.57,38.51,686.21
S000303,2025-08-01,202508,351.44,95.89,846.04
S000303,2025-09-01,202509,304.68,76.99,585.08
S000303,2025-10-01,202510,248.47,86.2,508.96
S000303,2025-11-01,202511,312.68,60.1,782.45
S000303,2025-12-01,202512,512.13,53.97,422.05
S000304,2025-12-01,202512,338.76,80.31,732.8
S000305,2025-12-01,202512,309.83,75.99,755.13
S000306,2025-08-01,202508,443.64,40.9,644.66
S000306,2025-09-01,202509,369.24,61.64,959.68
S000306,2025-10-01,202510,292.81,79.17,783.4
S000306,2025-11-01,202511,296.78,43.07,635.7
S000307,2025-10-01,202510,442.65,73.26,573.03
S000307,2025-11-01,202511,433.31,73.38,623.48
S000308,2025-03-01,202503,363.45,95.42,1057.26
S000308,2025-04-01,202504,424.45,103.2,624.11
S000308,2025-05-01,202505,257.67,81.25,716.08
S000308,2025-06-01,202506,252.93,76.49,759.9
S000308,2025-07-01,202507,382.44,90.09,743.64
S000308,2025-08-01,202508,304.37,69.72,520.16
S000309,2025-07-01,202507,510.63,80.27,666.27
S000309,2025-08-01,202508,266.41,138.71,539.0
S000309,2025-09-01,202509,311.4,88.32,790.03
S000309,2025-10-01,202510,436.21,116.15,775.92
S000309,2025-11-01,202511,254.96,74.86,746.17
S000309,2025-12-01,202512,536.14,52.04,880.39
S000310,2025-02-01,202502,366.19,96.76,684.7
S000310,2025-03-01,202503,274.18,95.02,798.16
S000310,2025-04-01,202504,437.49,79.73,610.03
S000310,2025-05-01,202505,209.71,96.39,763.58
S000310,2025-06-01,202506,263.08,69.23,629.99
S000310,2025-07-01,202507,216.53,63.65,529.93
S000310,2025-08-01,202508,312.88,65.23,455.95
S000310,2025-09-01,202509,532.03,105.05,583.15
S000310,2025-10-01,202510,374.52,88.35,878.66
S000310,2025-11-01,202511,276.33,101.84,617.81
S000310,2025-12-01,202512,229.77,94.48,893.61
S000311,2025-06-01,202506,582.91,56.01,804.84
S000311,2025-07-01,202507,313.12,95.67,479.43
S000311,2025-08-01,202508,236.35,64.48,711.84
S000311,2025-09-01,202509,292.3,93.18,854.03
S000311,2025-10-01,202510,403.96,112.38,762.37
S000311,2025-11-01,202511,240.48,107.27,609.23
S000311,2025-12-01,202512,431.94,111.47,768.5
S000312,2025-08-01,202508,215.35,61.64,898.41
S000312,2025-09-01,202509,334.78,81.59,813.82
S000312,2025-10-01,202510,412.67,85.58,668.7
S000312,2025-11-01,202511,321.86,97.16,783.04
S000312,2025-12-01,202512,326.84,101.64,680.64
S000313,2025-03-01,202503,273.35,64.82,553.19
S000313,2025-04-01,202504,325.48,104.67,579.24
S000313,2025-05-01,202505,366.96,66.87,660.95
S000313,2025-06-01,202506,214.1,75.59,670.94
S000313,2025-07-01,202507,398.63,84.47,520.24
S000313,2025-08-01,202508,447.58,84.21,729.76
S000313,2025-09-01,202509,349.17,69.64,732.67
S000313,2025-10-01,202510,392.8,45.06,619.19
S000313,2025-11-01,202511,327.05,85.12,879.0
S000313,2025-12-01,202512,280.54,70.04,623.12
S000314,2025-09-01,202509,277.86,73.06,815.62
S000314,2025-10-01,202510,255.15,88.56,444.71
S000314,2025-11-01,202511,299.48,73.41,951.23
S000314,2025-12-01,202512,325.27,35.98,400.17
S000315,2025-09-01,202509,353.06,92.28,756.32
S000315,2025-10-01,202510,365.08,103.25,619.06
S000315,2025-11-01,202511,430.54,47.36,564.26
S000315,2025-12-01,202512,187.37,74.5,693.06
S000316,2025-07-01,202507,360.27,81.24,560.87
S000316,2025-08-01,202508,332.88,50.05,904.48
S000316,2025-09-01,202509,322.67,70.22,938.34
S000316,2025-10-01,202510,238.2,57.49,535.57
S000316,2025-11-01,202511,343.89,88.63,810.95
S000316,2025-12-01,202512,581.48,35.01,791.31
S000317,2025-11-01,202511,299.86,68.27,607.03
S000317,2025-12-01,202512,268.21,113.69,826.34
S000318,2025-02-01,202502,352.09,107.02,473.12
S000318,2025-03-01,202503,230.24,36.44,595.09
S000318,2025-04-01,202504,364.55,82.06,722.4
S000318,2025-05-01,202505,223.0,96.06,735.94
S000318,2025-06-01,202506,415.97,42.14,746.72
S000318,2025-07-01,202507,243.1,72.05,780.15
S000318,2025-08-01,202508,358.2,62.97,700.94
S000318,2025-09-01,202509,212.16,103.01,669.21
S000318,2025-10-01,202510,450.67,69.47,621.46
S000318,2025-11-01,202511,281.22,97.52,593.59
S000318,2025-12-01,202512,408.01,72.35,403.61
S000319,2025-06-01,202506,298.67,56.42,705.09
S000319,2025-07-01,202507,242.86,98.52,686.34
S000319,2025-08-01,202508,334.02,93.12,844.59
S000319,2025-09-01,202509,348.19,64.58,433.9
S000319,2025-10-01,202510,288.26,67.66,716.06
S000319,2025-11-01,202511,318.94,93.76,608.05
S000319,2025-12-01,202512,344.87,103.68,751.27
S000320,2025-12-01,202512,344.6,67.96,605.02
S000321,2025-07-01,202507,273.44,69.18,813.35
S000321,2025-08-01,202508,330.03,53.0,965.23
S000321,2025-09-01,202509,378.8,51.86,633.72
S000321,2025-10-01,202510,359.98,114.09,533.78
S000321,2025-11-01,202511,437.84,107.99,605.7
S000321,2025-12-01,202512,325.02,59.27,669.48
S000322,2025-08-01,202508,346.71,93.19,863.53
S000322,2025-09-01,202509,282.67,40.65,696.81
S000322,2025-10-01,202510,376.42,84.99,651.0
S000322,2025-11-01,202511,361.23,110.31,757.26
S000322,2025-12-01,202512,316.4,70.0,674.52
S000323,2025-03-01,202503,497.31,76.33,697.03
S000323,2025-04-01,202504,306.59,101.98,993.98
S000323,2025-05-01,202505,390.56,81.66,705.52
S000323,2025-06-01,202506,135.41,94.9,720.12
S000323,2025-07-01,202507,388.55,65.77,642.33
S000323,2025-08-01,202508,313.01,100.43,643.19
S000323,2025-09-01,202509,537.44,88.62,508.65
S000323,2025-10-01,202510,338.43,66.97,370.84
S000323,2025-11-01,202511,493.95,94.06,779.98
S000323,2025-12-01,202512,364.89,52.36,627.46
S000324,2025-12-01,202512,425.76,58.98,320.23
S000325,2025-04-01,202504,329.56,77.16,720.33
S000325,2025-05-01,202505,415.57,92.75,738.82
S000325,2025-06-01,202506,457.6,49.62,775.69
S000325,2025-07-01,202507,406.39,55.21,474.57
S000325,2025-08-01,202508,282.87,66.77,813.01
S000325,2025-09-01,202509,294.69,62.87,608.25
S000325,2025-10-01,202510,450.68,80.26,673.11
S000325,2025-11-01,202511,340.1,105.84,587.62
S000325,2025-12-01,202512,468.4,84.21,675.94
S000326,2025-03-01,202503,575.08,58.89,646.95
S000326,2025-04-01,202504,239.08,99.05,953.38
S000326,2025-05-01,202505,500.29,104.48,670.36
S000326,2025-06-01,202506,317.13,46.58,1005.38
S000326,2025-07-01,202507,392.21,70.16,899.21
S000326,2025-08-01,202508,262.45,88.13,674.11
S000326,2025-09-01,202509,407.48,78.73,482.36
S000326,2025-10-01,202510,356.8,100.98,695.62
S000326,2025-11-01,202511,419.76,59.09,696.06
S000326,2025-12-01,202512,293.79,94.94,704.72
S000327,2025-10-01,202510,412.11,101.75,803.74
S000327,2025-11-01,202511,374.58,60.04,699.58
S000328,2025-08-01,202508,302.02,73.12,643.82
S000328,2025-09-01,202509,261.81,40.85,599.78
S000328,2025-10-01,202510,367.4,53.04,702.35
S000328,2025-11-01,202511,521.02,100.46,946.53
S000328,2025-12-01,202512,385.2,103.35,591.41
S000329,2025-03-01,202503,292.01,25.22,877.92
S000329,2025-04-01,202504,488.63,68.94,661.91
S000329,2025-05-01,202505,282.15,87.65,868.74
S000329,2025-06-01,202506,193.15,88.19,658.5
S000329,2025-07-01,202507,360.21,89.18,671.77
S000329,2025-08-01,202508,340.68,75.72,845.55
S000329,2025-09-01,202509,387.69,84.41,509.36
S000329,2025-10-01,202510,315.93,97.97,705.65
S000329,2025-11-01,202511,409.36,115.33,855.79
S000329,2025-12-01,202512,358.38,69.78,316.97
S000330,2025-04-01,202504,334.85,73.48,758.55
S000330,2025-05-01,202505,336.15,73.59,433.09
S000330,2025-06-01,202506,265.4,89.53,957.39
S000330,2025-07-01,202507,341.22,86.56,842.87
S000330,2025-08-01,202508,277.02,87.34,588.93
S000330,2025-09-01,202509,427.83,83.03,744.77
S000330,2025-10-01,202510,279.57,94.14,1012.71
S000330,2025-11-01,202511,259.29,73.2,734.74
S000330,2025-12-01,202512,420.78,68.81,275.05
S000331,2025-08-01,202508,472.33,95.21,438.56
S000331,2025-09-01,202509,295.32,111.36,917.17
S000331,2025-10-01,202510,434.48,76.48,712.45
S000331,2025-11-01,202511,338.22,102.56,568.62
S000331,2025-12-01,202512,277.48,100.21,693.35
S000332,2025-07-01,202507,474.06,66.57,691.78
S000332,2025-08-01,202508,266.98,80.15,478.22
S000332,2025-09-01,202509,306.11,51.27,804.09
S000332,2025-10-01,202510,414.49,45.39,900.08
S000332,2025-11-01,202511,574.77,80.92,603.83
S000332,2025-12-01,202512,604.19,53.62,703.02
S000333,2025-12-01,202512,366.17,106.9,753.96
S000334,2025-11-01,202511,305.12,60.98,648.73
S000334,2025-12-01,202512,259.38,80.96,615.37
S000335,2025-06-01,202506,215.54,105.1,625.35
S000335,2025-07-01,202507,235.87,76.63,710.26
S000335,2025-08-01,202508,192.82,86.63,542.93
S000335,2025-09-01,202509,503.99,90.48,640.02
S000335,2025-10-01,202510,282.93,77.9,791.92
S000335,2025-11-01,202511,347.71,75.66,708.76
S000335,2025-12-01,202512,295.65,73.14,387.13
S000336,2025-04-01,202504,437.64,85.98,583.98
S000336,2025-05-01,202505,520.89,81.74,544.58
S000336,2025-06-01,202506,427.11,87.96,759.19
S000336,2025-07-01,202507,311.68,89.01,660.74
S000336,2025-08-01,202508,400.03,41.9,634.92
S000336,2025-09-01,202509,504.99,64.66,609.42
S000336,2025-10-01,202510,309.68,55.7,368.76
S000336,2025-11-01,202511,329.25,82.72,692.12
S000336,2025-12-01,202512,336.96,80.86,853.43
S000337,2025-03-01,202503,332.86,68.52,657.83
S000337,2025-04-01,202504,402.14,108.24,605.78
S000337,2025-05-01,202505,358.9,86.77,551.11
S000337,2025-06-01,202506,351.84,50.69,434.64
S000337,2025-07-01,202507,383.01,72.32,730.34
S000337,2025-08-01,202508,348.39,60.47,693.21
S000337,2025-09-01,202509,239.02,107.82,496.6
S000337,2025-10-01,202510,332.38,59.15,785.56
S000337,2025-11-01,202511,320.17,69.63,827.98
S000337,2025-12-01,202512,352.65,90.33,552.8
S000338,2025-06-01,202506,223.57,82.14,652.17
S000338,2025-07-01,202507,406.38,78.4,730.76
S000338,2025-08-01,202508,203.9,117.77,675.36
S000338,2025-09-01,202509,412.78,63.28,746.2
S000338,2025-10-01,202510,232.74,89.04,646.6
S000338,2025-11-01,202511,352.63,93.96,515.12
S000338,2025-12-01,202512,288.4,89.15,1014.73
S000339,2025-10-01,202510,337.57,91.82,683.95
S000339,2025-11-01,202511,524.8,45.06,714.19
S000340,2025-09-01,202509,203.7,29.87,744.62
S000340,2025-10-01,202510,362.55,74.3,684.07
S000340,2025-11-01,202511,628.85,74.84,776.52
S000340,2025-12-01,202512,291.56,85.9,664.26
S000341,2025-12-01,202512,313.05,116.38,876.58
S000342,2025-08-01,202508,362.31,33.92,645.85
S000342,2025-09-01,202509,593.27,75.39,865.48
S000342,2025-10-01,202510,479.77,84.38,573.73
S000342,2025-11-01,202511,130.82,93.68,577.79
S000343,2025-09-01,202509,365.85,55.0,660.21
S000343,2025-10-01,202510,353.03,85.37,532.78
S000343,2025-11-01,202511,457.72,68.06,448.83
S000343,2025-12-01,202512,340.19,80.69,724.09
S000344,2025-12-01,202512,472.59,75.27,682.06
S000345,2025-11-01,202511,250.71,96.41,727.65
S000345,2025-12-01,202512,312.2,41.91,916.66
S000346,2025-09-01,202509,239.51,68.17,753.75
S000346,2025-10-01,202510,242.31,50.13,381.41
S000346,2025-11-01,202511,414.89,69.1,1139.09
S000346,2025-12-01,202512,260.51,61.57,615.19
S000347,2025-07-01,202507,371.88,70.6,791.85
S000347,2025-08-01,202508,261.93,52.37,430.27
S000347,2025-09-01,202509,149.88,69.64,654.85
S000347,2025-10-01,202510,293.17,104.87,884.2
S000347,2025-11-01,202511,319.87,44.12,614.99
S000347,2025-12-01,202512,296.02,66.86,595.34
S000348,2025-05-01,202505,291.19,72.27,604.67
S000348,2025-06-01,202506,368.75,87.21,563.4
S000348,2025-07-01,202507,464.4,60.4,457.33
S000348,2025-08-01,202508,384.27,63.65,748.19
S000348,2025-09-01,202509,133.67,107.85,800.84
S000348,2025-10-01,202510,214.96,50.42,950.84
S000348,2025-11-01,202511,283.64,63.32,360.09
S000348,2025-12-01,202512,318.43,75.45,807.32
S000349,2025-12-01,202512,224.08,49.59,767.64
S000350,2025-08-01,202508,440.61,48.58,862.23
S000350,2025-09-01,202509,353.38,101.84,689.47
S000350,2025-10-01,202510,122.99,76.96,859.02
S000350,2025-11-01,202511,269.56,72.24,673.58
S000350,2025-12-01,202512,89.04,113.43,564.79
S000351,2025-07-01,202507,395.52,78.27,888.64
S000351,2025-08-01,202508,386.55,75.3,565.97
S000351,2025-09-01,202509,421.81,42.53,796.88
S000351,2025-10-01,202510,251.09,105.05,724.19
S000351,2025-11-01,202511,407.97,81.64,437.14
S000351,2025-12-01,202512,272.53,93.45,725.0
S000352,2025-02-01,202502,456.29,88.07,554.99
S000352,2025-03-01,202503,278.35,82.06,352.89
S000352,2025-04-01,202504,500.61,88.83,884.06
S000352,2025-05-01,202505,207.75,104.89,1034.72
S000352,2025-06-01,202506,231.12,95.43,700.17
S000353,2025-12-01,202512,211.0,89.86,825.04
S000354,2025-08-01,202508,295.9,103.32,449.99
S000354,2025-09-01,202509,215.47,82.73,703.81
S000354,2025-10-01,202510,285.51,96.19,779.63
S000354,2025-11-01,202511,427.23,77.54,790.39
